Text,X,Y,Width,Height,Score,Page
augment [5g m:nt],62.0,493.5,90,15,0.7770804766860077,134
国大·增加,219.0,512.5,58,11,0.8057763901237599,134
aug/ ment,110.0,513.0,50,14,0.991342072423187,134
increase/勤同字尾,105.5,525.5,73,11,0.6427773942751989,134
augmentation大·增加,250.0,526.5,124,15,0.7553465061986928,134
MP3 087,59.5,14.0,57,22,0.8278731289415565,135
■ The impact of the report was augmented by its timing.,165.0,52.5,238,13,0.8039133268452993,135
遇份告的衡，因時榜而更加强大,127.5,65.5,145,9,0.859745085756131,135
augury [gort],70.5,99.0,73,14,0.8151604294607603,135
占卜：预兆,235.0,119.0,60,14,0.7155224223177945,135
aug/ury,125.0,126.0,46,18,0.8513671260556761,135
augur占卜·预盒者,259.5,133.0,109,14,0.9399871793101754,135
great/名同字尾,129.0,138.0,64,16,0.7739610642964823,135
augur占卜·预示,256.5,146.5,83,15,0.799969958598955,135
■ Watching the birds fly was the classical Greek method of augury,188.0,166.5,284,15,0.8522705661689941,135
察息是古典希占卜的方法·,115.5,180.0,123,12,0.8421691701092436,135
Some say a broken mirror is an augury of seven years’ bad luck,187.5,199.5,275,9,0.8291547787996629,135
有人打破子是七年霉運的预兆,120.0,213.0,130,10,0.8010803856758156,135
august [gast],69.0,235.0,70,14,0.8056737995964548,135
aug/ust,124.0,253.5,48,21,0.7935202569522517,135
国崇高的·偉大的,244.5,261.0,77,12,0.8301837262717754,135
great/形容字尾,134.0,265.5,74,19,0.7930324114697097,135
● The family claims an august lincage.,129.0,287.5,164,15,0.9715882795797267,135
這個家族裝有题赫的家世,106.5,300.0,101,10,0.8574630130765424,135
"inaugurate (m>gjo,ret)",88.0,322.0,112,18,0.9030991372738938,135
in/aug/urate,125.5,341.0,67,18,0.8990411781474948,135
就：院幕：開始,249.5,342.0,87,12,0.9484815941299138,135
in/great/動字尾,131.0,354.0,78,14,0.7954539978267673,135
圆inauguration就：開幕：開始,277.0,355.5,144,13,0.7692915252053232,135
• American Presidents are always inaugurated on Jan. 20.,169.5,374.5,245,13,0.8320465694925109,135
统都是在元月20日上任·,114.5,388.0,119,10,0.8163722284387624,135
■ The government inaugurated a new trade policy,153.5,408.5,213,13,0.7726538520843571,135
政府推出了一新質易改策·,108.0,421.0,108,14,0.8673769113168612,135
grand:great,70.5,466.0,81,20,0.8625509615936079,135
"grandiose ['grands,os]",86.5,489.25,105,16,0.8927811638722236,135
grand / (i)ose,126.0,509.5,66,17,0.9462847420253924,135
宏律的：浮的,244.0,515.5,78,15,0.6793562332259557,135
great/形容字尾,134.5,521.0,73,16,0.8106076831941124,135
Part2通用學画字：依字根分额,306.5,11.0,131,10,0.9093358597832999,136
①,19.5,22.0,21,18,0.7888861986313251,136
MP3088,44.0,24.0,40,14,0.7876069387634104,136
• The grandiose town hall cost a fortune to build.,131.0,60.25,218,15,0.842652300564038,136
宏偉的市政大花了不少興建·,96.5,74.5,127,13,0.7903864416958369,136
■ His grandiose schemes for riches never pan out.,132.5,94.5,221,15,0.8557992175299467,136
他有許多發财的大計患，來不能育现·,113.0,109.0,158,10,0.8157878611425592,136
grandeur (grends>),61.0,146.5,100,13,0.994103653983372,136
grand /eur,106.0,166.0,54,14,0.865076743704932,136
图宏·壮麗,219.0,167.0,62,14,0.85532200192827,136
great/名网字尾,116.5,178.75,67,16,0.7200161039161128,136
grand形宏得的·杜麗的,244.5,181.5,111,13,0.9547478175596693,136
The grandeur of Wagner’s music can only be conveyed through a full,183.5,201.0,307,12,0.6860044505721181,136
orchestra.,55.0,214.5,46,17,0.8140633564428382,136
只有透遇整交睡的清奏·才能傳達出垂格的普的宏·,151.0,228.0,238,14,0.7565236033005363,136
grandiloquent [gren’dtlokwant],87.0,251.5,150,13,0.9652607818117072,136
grand / (i)loqu / ent,105.5,271.5,91,13,0.9097833750688189,136
围跨张的·营解浮跨的,238.0,271.5,98,13,0.9295490927916098,136
great/speak/形容润字尾,121.5,284.5,103,13,0.739334792801582,136
grandiloquence跨张·营解浮排,264.5,286.5,151,13,0.7830752498755721,136
■ The speech was full of grandiloquent language but devoid of new ideas.,184.5,306.0,325,16,0.8143394329349354,136
演浮跨·但了無新意,87.5,320.0,109,10,0.8684805107128247,136
medi:middle,66.5,363.5,115,19,0.7961181613682567,136
median ['midton],53.0,390.5,84,13,0.8360142448103258,136
medi / an,105.5,410.0,47,14,0.8953338944803255,136
園中等的：中間值的,233.5,418.0,87,10,0.9219212119972783,136
middle/形容调字尾,116.5,423.5,81,13,0.9350996626454229,136
"● Median household income has increased, but not as fast as inflation",176.5,445.0,305,14,0.6901362484908363,136
中等家庭的所得增加了·但是不上通真能·,117.0,459.0,170,14,0.8364791058812342,136
"intermediary [,nsa mids,cr)",79.0,495.0,136,14,0.7436648955435169,136
inter / medi / ary,105.5,514.5,77,17,0.8938625809289031,136
图中間人：仲裁者,229.0,522.5,80,13,0.9738133455079699,136
between/middle/名字尾,108.0,528.5,112,13,0.795724624494248,136
①,33.0,13.5,18,17,0.7320826136583238,137
MP3089,57.0,16.0,42,14,0.9730770790223348,137
• The government official volunteered to serve as an intermediary,182.0,53.5,288,13,0.9636346906623138,137
between labor leaders and factory managers.,143.0,68.0,194,12,0.9021551132445103,137
政府官員白题充常中题人·為劳工袖舆工府主管调停,151.5,81.0,209,10,0.9356781734294738,137
intermediate Lmto midtot],89.0,105.0,128,14,0.8141177022790848,137
inter/medi /ate,118.0,125.5,74,11,0.905084019764987,137
中间的：中等程度的,249.5,133.5,99,13,0.7412142434998503,137
between/middle/形容词字屋,124.0,138.0,118,10,0.9353751712578482,137
"• This class is at the intermediate level, which means it’s neither too hard",198.0,161.0,318,10,0.7967034892203532,137
nor too easy.,74.0,176.0,58,12,0.8727972457231379,137
本班是中等程度·不太释也不太醫單,117.5,189.0,141,10,0.9552607718948861,137
mediation Lmidr eon],77.5,212.5,105,13,0.8243802588456648,137
medi /ation,118.0,232.0,58,16,0.9109670355208426,137
調停，調解,231.0,233.5,60,11,0.8246211193749463,137
middle/名同字尾,120.0,246.5,70,11,0.82731614442858,137
mediate停·解,253.0,248.0,102,10,0.8309483477460559,137
• The mediation successfully averted disaster.,138.5,268.5,201,13,0.7963898382821631,137
調停工作成功避了突發生,104.5,283.0,115,10,0.9716980538417384,137
• The UN mediated between the warring parties and brought about a,187.0,302.0,300,14,0.8427601630495002,137
ceasefire.,67.0,317.5,42,11,0.9519250558759791,137
聯合國在交各方間居中調停·取得了停火·,139.0,331.0,184,10,0.827735080318904,137
"medieval [,mtdtival]",74.5,354.5,99,13,0.9312652071025602,137
medi/ev/al,118.0,373.5,58,11,0.8031600982101414,137
中古持代的,231.5,381.5,59,11,0.9077796851551106,137
middle/age/形容润字尾,129.5,387.5,101,13,0.8089628950641933,137
· This cathedral is a medieval building.,124.0,408.5,172,15,0.6232472542723573,137
退座大教堂是中古時代的建,105.5,423.0,117,10,0.7887394826739447,137
mini (minu):small,80.5,468.0,113,16,0.8615365273528395,137
minimum [mnsmom],79.5,492.5,107,13,0.8275533558694699,137
mini / (m)um,118.0,512.5,60,11,0.9239629824280593,137
最低限度,227.5,512.5,51,11,0.785514918459668,137
最低限度的,289.5,513.0,61,10,0.7868935370462942,137
small/名字尾,118.0,526.0,64,10,0.7328728396452641,137
minimal圈最低限度的,252.5,526.5,103,13,0.8479284876674434,137
Part2通用學所字量：使字根分题,301.0,10.0,126,10,0.7995642184675051,138
6MP3 090,43.5,22.0,53,18,0.8444849644282847,138
• I need a minimum of three days to finish the report.,142.0,58.25,224,15,0.915635175551747,138
我最少要三天才寫得完售,92.0,72.5,102,9,0.7116888389448701,138
• This part-time job only pays the minimum wage,136.5,91.0,213,16,0.7921700375154614,138
遇份兼只支付法定最低工资,95.5,104.0,111,10,0.6743680578604199,138
"administration [ad,mns stre(on]",92.5,137.0,145,10,0.8123831135410905,138
ad / mini / stration,108.5,156.0,77,10,0.9565846364255305,138
行政：政府,217.5,156.5,57,11,0.8326860505841214,138
to/small/名网字尾,109.0,170.0,76,10,0.8535761209217211,138
minister名部長：牧师,237.0,170.0,98,12,0.7430959080691767,138
"• I like teaching, but don’t like administration",128.0,190.0,194,14,0.9246347239782363,138
我喜数教害·但不喜行改工作,100.0,203.5,120,9,0.7567373057749831,138
• Manv Americans are dissatisfied with the current administration,171.0,222.0,276,10,0.7938185422863433,138
許多美國人對现任政府不漏,91.5,236.0,103,10,0.892562704197653,138
diminish [dr minr],63.5,256.5,89,13,0.7651049287164556,138
de / mini / ish,109.5,275.5,59,11,0.8222607653678602,138
少，小,218.0,283.5,58,11,0.7689116933952912,138
down/small/勤词字尾,112.0,288.0,90,10,0.8071380355663317,138
• The sound of the parade diminished in the distance,143.5,309.0,223,14,0.7291467571359032,138
逛行伍的登浪·渐小,92.0,322.0,104,12,0.7228249209863133,138
diminutive [dt mmjotrv],75.0,343.0,112,12,0.8296980470354499,138
de /minut /ive,109.5,361.5,65,11,0.8616893050364322,138
福小的,209.5,362.0,41,14,0.8977514673668013,138
down/small/形容词字尾,117.0,374.0,96,10,0.931639154318112,138
回diminution路小·减少,242.5,375.0,107,12,0.7921654796818051,138
■ The six-foot-tall man looks diminutive among those NBA players,173.5,394.5,287,15,0.9084528803963052,138
退名六英尺高的男子站在美國蓝球員之间看起来小一號,145.0,409.0,208,10,0.7941329996081542,138
• The diminutive bonsai plant costs a fortune.,128.0,428.0,192,12,0.8216609478714081,138
温小盆價不,81.0,442.0,80,10,0.8276546792914226,138
miniature [mmiat]>],69.5,462.5,99,13,0.8984946991818455,138
mini /ature,110.0,480.5,50,11,0.9840496163401339,138
迷你的·媚小的,233.0,480.5,64,11,0.7983693373943064,138
?,194.75,481.25,12,12,0.9405555135197937,138
small/名字尾,113.0,493.5,62,11,0.6873077124401753,138
图,195.5,495.0,11,10,0.9168695732550312,138
（像等的）缩小版,240.0,495.0,76,10,0.7685882564246697,138
■ My kid sister made some miniature clothing for her doll.,154.0,514.0,246,14,0.6024960363482786,138
我小味解她的洋娃娃做了一些小衣服,109.0,528.0,136,10,0.9143754206474655,138
MP3091,47.0,13.5,60,25,0.8109051702236697,139
■ At that theme park you can see many world-famous buildings in,180.5,54.5,295,15,0.8395200503175146,139
miniature,65.5,68.0,47,18,0.7645093530758797,139
你可以在那家主题游樂置看到許多世界知名建的小板·,155.5,82.5,225,13,0.9500286786172252,139
minor [man>],59.0,105.25,78,20,0.968379191551922,139
min/or,116.0,124.5,46,21,0.7284844046109429,139
小幅度的：较不重要的,260.0,126.5,100,13,0.7755730833192543,139
small/名字尾,125.5,139.5,69,17,0.8284782168263859,139
图未成年人：副修科目,250.5,140.5,103,17,0.8613065294816088,139
■ The book was published after some minor changes.,152.0,161.5,238,15,0.9257163856176325,139
温本害经遇小幅修改之後就出版了·,112.0,176.0,138,12,0.8324959000549303,139
■This is an R-rated movie; minors are not allowed.,148.5,196.0,229,12,0.865648065920937,139
這是限制级電影·未成年人禁止看,115.5,210.0,143,10,0.9212101900231937,139
"My undergraduate major was in English, with a minor in music",183.5,231.5,285,13,0.91473992941343,139
我大學主修英文、辅修樂,99.0,245.5,112,13,0.7424984636339621,139
minus [°manos],60.5,267.5,79,17,0.9294733974136046,139
min/us,116.5,288.0,45,18,0.9401492606432709,139
去,218.0,295.5,36,15,0.7960114919201091,139
負数：缺點,272.5,295.5,61,11,0.805117387935752,139
small/名字尾,126.0,301.0,68,14,0.8408991299521434,139
 Profit is revenue minus cost.,104.0,323.0,134,16,0.942790956353946,139
利潤就是管收扣掉成本,91.0,337.0,96,12,0.8295846644848165,139
·Aggressiveness can be a plus or a minus. depending on how one uses it.,198.5,358.0,325,10,0.8464074843677868,139
精進取可以是加分、也可以是减分·取决龄如何運用·,151.0,371.0,214,10,0.8229915785951772,139
"minuscule [ mno,skjul]",78.5,393.0,113,14,0.8330264321599138,139
minus/cule,117.0,413.5,62,17,0.7765986754552151,139
微小的,222.5,421.5,45,15,0.766179631486375,139
small/形容字尾,129.0,427.5,78,15,0.723348124842921,139
• The cactus only requires a minuscule amount of water to survive.,182.5,448.5,299,15,0.8791072748961949,139
仙人掌只需一點點水就能存活。,103.5,463.0,121,14,0.7948301987964315,139
minute [mar*njut) [mnst],80.5,486.5,117,13,0.8157542818418051,139
minu/te,117.0,506.5,46,15,0.7523119454254291,139
小的,222.5,513.5,45,17,0.8119085411212537,139
紀（用覆数）,296.0,514.5,92,13,0.6546949239405825,139
small/名同字尾,128.5,520.0,69,16,0.8063507925855663,139
Part2通用學衡字業：依字根分期,311.0,11.5,140,13,0.8585550057418321,140
MP3092,29.75,23.25,60,23,0.700184536981485,140
■ The picture captures everything in minute detail.,131.0,63.5,232,13,0.8480840624216599,140
這張照片捕捉了所有微小的無·,92.5,77.5,133,13,0.7775490246901282,140
■ The manager asked the secretary to take the minutes for the monthly,176.5,99.5,323,13,0.828423309259896,140
conference.,52.5,113.5,57,17,0.8318094076918452,140
经理請福害為月會做會滿紀線·,88.5,129.0,125,10,0.9012481618025731,140
brev(brid):short,57.5,177.5,111,17,0.6618662505145164,140
brief [brif],30.0,203.0,58,16,0.88948418118884,140
brev,102.0,224.0,28,16,0.7188776124346623,140
简短的,211.0,225.0,46,14,0.7779152269331748,140
做,261.0,225.0,46,14,0.8579377678172488,140
short,102.0,238.0,28,16,0.8029555872975179,140
brevity商短,226.5,240.0,77,14,0.7954380244819006,140
■ Let me give you a brief survey of company history.,138.0,261.0,248,18,0.9703595679194209,140
我来為你单介绍公司歷史,83.5,276.0,115,10,0.7652900721889783,140
■ We had already been briefed about our job descriptions.,148.0,296.5,266,15,0.9637817597660151,140
我們的工作内容，已經有人為我们單现明過了,124.0,312.0,194,10,0.7661979389952226,140
abridge [0'brids],45.5,346.0,87,20,0.8652427613725696,140
ad / brid /ge,102.0,366.25,66,20,0.8738031075262124,140
删節·耀短,220.5,367.0,65,14,0.8309437312840761,140
to/short/動字尾,115.0,381.0,84,14,0.9147642582873285,140
国abridgment（名删版：摘要,254.0,381.5,132,13,0.9384109797941708,140
■ The 500-page novel was abridged to half its length,138.5,403.5,245,13,0.8815719624791217,140
这本500真的小被减到剩下一半·,102.0,417.5,154,15,0.9709102649369514,140
unabridged (ano′bridgd),66.5,442.0,123,14,0.9554491713177413,140
un / ad / brid /ged,102.0,462.5,90,17,0.762434520188423,140
未刑颜的,215.0,469.5,56,17,0.7288357195687062,140
not/to/short/形容润字尾,116.0,475.75,114,15,0.8446322047212533,140
· The unabridged audiobook In Search of Losr Time takes several full,177.0,497.5,320,15,0.836358921795627,140
days to listen to.,65.0,513.0,76,14,0.6719080904106582,140
《追似水年華》的来刪節有聲書，得花好天才能完·,143.5,526.5,237,15,0.8298940548201629,140
MP3093,56.0,13.5,58,23,0.7689923744348666,141
meter(metr):measure,99.5,59.5,139,17,0.8101350823307946,141
symmetry [°smitrt],79.0,84.0,96,14,0.8161122583023902,141
均衡·對,235.5,104.0,61,14,0.8863486041204992,141
sym/metr/y,123.0,104.5,62,11,0.8937976520847993,141
same/measure/名词字尾,133.0,117.0,104,12,0.8108767179936102,141
symmetrical均衡的·對稿的,273.5,118.5,137,13,0.8627578247493753,141
"■ The human body has symmetry, as the left half is the mirror image of",197.5,139.5,309,13,0.919846230846788,141
the right half.,81.5,153.5,59,11,0.8255730261150461,141
人體有對性·因為左半與右半遗長得一樣,139.5,168.0,175,10,0.796431475534136,141
perimeter (po’rmot>),83.0,203.5,104,13,0.7814296918953191,141
peri / meter,123.5,223.0,55,14,0.9530788740481843,141
周·外：周長,250.0,229.5,88,13,0.9664114948334395,141
around / measure,122.0,236.0,72,10,0.8516076883515231,141
• There are soldiers guarding the perimeter of the camp,164.5,256.5,243,15,0.8393306110946451,141
